flight_number,aircraft_registration,origin_iata,destination_iata,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,status,airline_code,flight_id
IB 3709,Unknown,LHR,NCL,2026-05-31 06:35Z,2026-05-31 06:35Z,2026-05-31 07:45Z,Not Available,Boarding,IB,IB3709_2026-05-31 06:35Z
CX 7241,Unknown,LHR,NCL,2026-05-31 06:35Z,2026-05-31 06:35Z,2026-05-31 07:45Z,Not Available,Boarding,CX,CX7241_2026-05-31 06:35Z
MH 9888,Unknown,LHR,NCL,2026-05-31 06:35Z,2026-05-31 06:35Z,2026-05-31 07:45Z,Not Available,Boarding,MH,MH9888_2026-05-31 06:35Z
QR 5974,Unknown,LHR,NCL,2026-05-31 06:35Z,2026-05-31 06:35Z,2026-05-31 07:45Z,Not Available,Boarding,QR,QR5974_2026-05-31 06:35Z
BA 1326,Unknown,LHR,NCL,2026-05-31 06:35Z,2026-05-31 06:35Z,2026-05-31 07:45Z,Not Available,Boarding,BA,BA1326_2026-05-31 06:35Z
BA 898,Unknown,LHR,PFO,2026-05-31 06:35Z,2026-05-31 06:35Z,2026-05-31 11:05Z,2026-05-31 11:05Z,Boarding,BA,BA898_2026-05-31 06:35Z
QR 9761,Unknown,LHR,BRU,2026-05-31 06:40Z,2026-05-31 06:40Z,2026-05-31 07:50Z,2026-05-31 07:50Z,Boarding,QR,QR9761_2026-05-31 06:40Z
BA 384,Unknown,LHR,BRU,2026-05-31 06:40Z,2026-05-31 06:40Z,2026-05-31 07:50Z,2026-05-31 07:50Z,Boarding,BA,BA384_2026-05-31 06:40Z
UA 123,Unknown,LHR,EWR,2026-05-31 06:45Z,2026-05-31 06:45Z,2026-05-31 14:30Z,Not Available,Boarding,UA,UA123_2026-05-31 06:45Z
AC 5424,Unknown,LHR,EWR,2026-05-31 06:45Z,2026-05-31 06:45Z,2026-05-31 14:30Z,Not Available,Boarding,AC,AC5424_2026-05-31 06:45Z
SN 9028,Unknown,LHR,EWR,2026-05-31 06:45Z,2026-05-31 06:45Z,2026-05-31 14:30Z,Not Available,Boarding,SN,SN9028_2026-05-31 06:45Z
LH 7753,Unknown,LHR,EWR,2026-05-31 06:45Z,2026-05-31 06:45Z,2026-05-31 14:30Z,Not Available,Boarding,LH,LH7753_2026-05-31 06:45Z
OS 7791,Unknown,LHR,EWR,2026-05-31 06:45Z,2026-05-31 06:45Z,2026-05-31 14:30Z,Not Available,Boarding,OS,OS7791_2026-05-31 06:45Z
BA 802,Unknown,LHR,DLM,2026-05-31 06:45Z,2026-05-31 06:45Z,2026-05-31 10:55Z,Not Available,Boarding,BA,BA802_2026-05-31 06:45Z
BA 946,Unknown,LHR,SPU,2026-05-31 06:45Z,2026-05-31 06:45Z,2026-05-31 09:20Z,Not Available,Boarding,BA,BA946_2026-05-31 06:45Z
BA 1438,Unknown,LHR,EDI,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 08:15Z,2026-05-31 07:55Z,Boarding,BA,BA1438_2026-05-31 06:50Z
CX 7268,Unknown,LHR,EDI,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 08:15Z,2026-05-31 07:55Z,Boarding,CX,CX7268_2026-05-31 06:50Z
AY 5893,Unknown,LHR,EDI,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 08:15Z,2026-05-31 07:55Z,Boarding,AY,AY5893_2026-05-31 06:50Z
AA 6624,Unknown,LHR,EDI,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 08:15Z,2026-05-31 07:55Z,Boarding,AA,AA6624_2026-05-31 06:50Z
KQ 4071,Unknown,LHR,EDI,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 08:15Z,2026-05-31 07:55Z,Boarding,KQ,KQ4071_2026-05-31 06:50Z
MH 9822,Unknown,LHR,EDI,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 08:15Z,2026-05-31 07:55Z,Boarding,MH,MH9822_2026-05-31 06:50Z
JL 6501,Unknown,LHR,EDI,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 08:15Z,2026-05-31 07:55Z,Boarding,Unknown,JL6501_2026-05-31 06:50Z
QR 6267,Unknown,LHR,EDI,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 08:15Z,2026-05-31 07:55Z,Boarding,QR,QR6267_2026-05-31 06:50Z
QR 9741,Unknown,LHR,FCO,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 09:25Z,Not Available,Boarding,QR,QR9741_2026-05-31 06:50Z
AA 6719,Unknown,LHR,FCO,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 09:25Z,Not Available,Boarding,AA,AA6719_2026-05-31 06:50Z
BA 548,Unknown,LHR,FCO,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 09:25Z,Not Available,Boarding,BA,BA548_2026-05-31 06:50Z
QF 3517,Unknown,LHR,PSA,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 09:05Z,Not Available,Boarding,QF,QF3517_2026-05-31 06:50Z
QR 5920,Unknown,LHR,PSA,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 09:05Z,Not Available,Boarding,QR,QR5920_2026-05-31 06:50Z
BA 614,Unknown,LHR,PSA,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 09:05Z,Not Available,Boarding,BA,BA614_2026-05-31 06:50Z
AA 6754,Unknown,LHR,PSA,2026-05-31 06:50Z,2026-05-31 06:50Z,2026-05-31 09:05Z,Not Available,Boarding,AA,AA6754_2026-05-31 06:50Z
QR 5884,Unknown,LHR,MAD,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 09:20Z,2026-05-31 09:00Z,Boarding,QR,QR5884_2026-05-31 06:55Z
IB 3643,Unknown,LHR,MAD,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 09:20Z,2026-05-31 09:00Z,Boarding,IB,IB3643_2026-05-31 06:55Z
AA 6802,Unknown,LHR,MAD,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 09:20Z,2026-05-31 09:00Z,Boarding,AA,AA6802_2026-05-31 06:55Z
JL 6515,Unknown,LHR,MAD,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 09:20Z,2026-05-31 09:00Z,Boarding,Unknown,JL6515_2026-05-31 06:55Z
BA 458,Unknown,LHR,MAD,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 09:20Z,2026-05-31 09:00Z,Boarding,BA,BA458_2026-05-31 06:55Z
AA 7097,Unknown,LHR,GLA,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 08:20Z,Not Available,Boarding,AA,AA7097_2026-05-31 06:55Z
JL 7789,Unknown,LHR,GLA,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 08:20Z,Not Available,Boarding,Unknown,JL7789_2026-05-31 06:55Z
QR 9793,Unknown,LHR,GLA,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 08:20Z,Not Available,Boarding,QR,QR9793_2026-05-31 06:55Z
MH 9838,Unknown,LHR,GLA,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 08:20Z,Not Available,Boarding,MH,MH9838_2026-05-31 06:55Z
BA 1476,Unknown,LHR,GLA,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 08:20Z,Not Available,Boarding,BA,BA1476_2026-05-31 06:55Z
IB 3745,Unknown,LHR,GLA,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 08:20Z,Not Available,Boarding,IB,IB3745_2026-05-31 06:55Z
BA 1300,Unknown,LHR,ABZ,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 08:25Z,2026-05-31 08:25Z,Canceled,BA,BA1300_2026-05-31 06:55Z
QR 5998,Unknown,LHR,ABZ,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 08:25Z,2026-05-31 08:25Z,Canceled,QR,QR5998_2026-05-31 06:55Z
AA 7243,Unknown,LHR,ABZ,2026-05-31 06:55Z,2026-05-31 06:55Z,2026-05-31 08:25Z,2026-05-31 08:25Z,Canceled,AA,AA7243_2026-05-31 06:55Z
LH 9348,Unknown,LHR,ORD,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 16:05Z,Not Available,Boarding,LH,LH9348_2026-05-31 07:00Z
AC 5363,Unknown,LHR,ORD,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 16:05Z,Not Available,Boarding,AC,AC5363_2026-05-31 07:00Z
SN 9087,Unknown,LHR,ORD,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 16:05Z,Not Available,Boarding,SN,SN9087_2026-05-31 07:00Z
UA 958,Unknown,LHR,ORD,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 16:05Z,Not Available,Boarding,UA,UA958_2026-05-31 07:00Z
OS 7849,Unknown,LHR,ORD,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 16:05Z,Not Available,Boarding,OS,OS7849_2026-05-31 07:00Z
SQ 2787,Unknown,LHR,LIS,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 09:50Z,2026-05-31 09:50Z,Boarding,SQ,SQ2787_2026-05-31 07:00Z
AD 7292,Unknown,LHR,LIS,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 09:50Z,2026-05-31 09:50Z,Boarding,AD,AD7292_2026-05-31 07:00Z
AC 2712,Unknown,LHR,LIS,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 09:50Z,2026-05-31 09:50Z,Boarding,AC,AC2712_2026-05-31 07:00Z
TP 1351,Unknown,LHR,LIS,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 09:50Z,2026-05-31 09:50Z,Boarding,TP,TP1351_2026-05-31 07:00Z
ET 1740,Unknown,LHR,LIS,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 09:50Z,2026-05-31 09:50Z,Boarding,ET,ET1740_2026-05-31 07:00Z
S4 8609,Unknown,LHR,LIS,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 09:50Z,2026-05-31 09:50Z,Boarding,S4,S48609_2026-05-31 07:00Z
UA 6866,Unknown,LHR,LIS,2026-05-31 07:00Z,2026-05-31 07:00Z,2026-05-31 09:50Z,2026-05-31 09:50Z,Boarding,UA,UA6866_2026-05-31 07:00Z
AA 7251,Unknown,LHR,NCE,2026-05-31 07:05Z,2026-05-31 07:05Z,2026-05-31 09:10Z,Not Available,Boarding,AA,AA7251_2026-05-31 07:05Z
QR 9748,Unknown,LHR,NCE,2026-05-31 07:05Z,2026-05-31 07:05Z,2026-05-31 09:10Z,Not Available,Boarding,QR,QR9748_2026-05-31 07:05Z
BA 328,Unknown,LHR,NCE,2026-05-31 07:05Z,2026-05-31 07:05Z,2026-05-31 09:10Z,Not Available,Boarding,BA,BA328_2026-05-31 07:05Z
KL 4802,Unknown,LHR,MCO,2026-05-31 07:05Z,2026-05-31 07:05Z,2026-05-31 16:50Z,Not Available,Boarding,KL,KL4802_2026-05-31 07:05Z
VS 91,Unknown,LHR,MCO,2026-05-31 07:05Z,2026-05-31 07:05Z,2026-05-31 16:50Z,Not Available,Boarding,VS,VS91_2026-05-31 07:05Z
DL 5971,Unknown,LHR,MCO,2026-05-31 07:05Z,2026-05-31 07:05Z,2026-05-31 16:50Z,Not Available,Boarding,DL,DL5971_2026-05-31 07:05Z
AF 6750,Unknown,LHR,MCO,2026-05-31 07:05Z,2026-05-31 07:05Z,2026-05-31 16:50Z,Not Available,Boarding,AF,AF6750_2026-05-31 07:05Z
WB 1000,Unknown,LHR,DOH,2026-05-31 07:05Z,2026-05-31 07:05Z,2026-05-31 14:25Z,2026-05-31 14:25Z,Boarding,WB,WB1000_2026-05-31 07:05Z
BA 7006,Unknown,LHR,DOH,2026-05-31 07:05Z,2026-05-31 07:05Z,2026-05-31 14:25Z,2026-05-31 14:25Z,Boarding,BA,BA7006_2026-05-31 07:05Z
VA 6183,Unknown,LHR,DOH,2026-05-31 07:05Z,2026-05-31 07:05Z,2026-05-31 14:25Z,2026-05-31 14:25Z,Boarding,VA,VA6183_2026-05-31 07:05Z
QR 6,Unknown,LHR,DOH,2026-05-31 07:05Z,2026-05-31 07:05Z,2026-05-31 14:25Z,2026-05-31 14:25Z,Boarding,QR,QR6_2026-05-31 07:05Z
BA 520,Unknown,LHR,FLR,2026-05-31 07:10Z,2026-05-31 07:10Z,2026-05-31 09:30Z,Not Available,Boarding,BA,BA520_2026-05-31 07:10Z
AA 7021,Unknown,LHR,FLR,2026-05-31 07:10Z,2026-05-31 07:10Z,2026-05-31 09:30Z,Not Available,Boarding,AA,AA7021_2026-05-31 07:10Z
QR 9751,Unknown,LHR,FLR,2026-05-31 07:10Z,2026-05-31 07:10Z,2026-05-31 09:30Z,Not Available,Boarding,QR,QR9751_2026-05-31 07:10Z
QR 6213,Unknown,LHR,FAO,2026-05-31 07:10Z,2026-05-31 07:10Z,2026-05-31 10:00Z,2026-05-31 10:00Z,Expected,QR,QR6213_2026-05-31 07:10Z
BA 510,Unknown,LHR,FAO,2026-05-31 07:10Z,2026-05-31 07:10Z,2026-05-31 10:00Z,2026-05-31 10:00Z,Expected,BA,BA510_2026-05-31 07:10Z
AA 7244,Unknown,LHR,ARN,2026-05-31 07:10Z,2026-05-31 07:10Z,2026-05-31 09:40Z,2026-05-31 09:40Z,Boarding,AA,AA7244_2026-05-31 07:10Z
BA 770,Unknown,LHR,ARN,2026-05-31 07:10Z,2026-05-31 07:10Z,2026-05-31 09:40Z,2026-05-31 09:40Z,Boarding,BA,BA770_2026-05-31 07:10Z
QR 8359,Unknown,LHR,ARN,2026-05-31 07:10Z,2026-05-31 07:10Z,2026-05-31 09:40Z,2026-05-31 09:40Z,Boarding,QR,QR8359_2026-05-31 07:10Z
LA 5493,Unknown,LHR,CPH,2026-05-31 07:15Z,2026-05-31 07:15Z,2026-05-31 09:05Z,2026-05-31 09:05Z,Expected,LA,LA5493_2026-05-31 07:15Z
BA 820,Unknown,LHR,CPH,2026-05-31 07:15Z,2026-05-31 07:15Z,2026-05-31 09:05Z,2026-05-31 09:05Z,Expected,BA,BA820_2026-05-31 07:15Z
AA 7132,Unknown,LHR,CPH,2026-05-31 07:15Z,2026-05-31 07:15Z,2026-05-31 09:05Z,2026-05-31 09:05Z,Expected,AA,AA7132_2026-05-31 07:15Z
QR 8356,Unknown,LHR,CPH,2026-05-31 07:15Z,2026-05-31 07:15Z,2026-05-31 09:05Z,2026-05-31 09:05Z,Expected,QR,QR8356_2026-05-31 07:15Z
AY 5920,Unknown,LHR,CPH,2026-05-31 07:15Z,2026-05-31 07:15Z,2026-05-31 09:05Z,2026-05-31 09:05Z,Expected,AY,AY5920_2026-05-31 07:15Z
BA 826,Unknown,LHR,DUB,2026-05-31 07:15Z,2026-05-31 07:15Z,2026-05-31 08:40Z,2026-05-31 08:40Z,Expected,BA,BA826_2026-05-31 07:15Z
QR 5875,Unknown,LHR,DUB,2026-05-31 07:15Z,2026-05-31 07:15Z,2026-05-31 08:40Z,2026-05-31 08:40Z,Expected,QR,QR5875_2026-05-31 07:15Z
EI 8326,Unknown,LHR,DUB,2026-05-31 07:15Z,2026-05-31 07:15Z,2026-05-31 08:40Z,2026-05-31 08:40Z,Expected,EI,EI8326_2026-05-31 07:15Z
AA 7153,Unknown,LHR,DUB,2026-05-31 07:15Z,2026-05-31 07:15Z,2026-05-31 08:40Z,2026-05-31 08:40Z,Expected,AA,AA7153_2026-05-31 07:15Z
B6 2220,Unknown,LHR,JFK,2026-05-31 07:15Z,2026-05-31 07:15Z,2026-05-31 15:21Z,Not Available,Boarding,B6,B62220_2026-05-31 07:15Z
JL 7155,Unknown,LHR,BLQ,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 09:30Z,Not Available,Expected,Unknown,JL7155_2026-05-31 07:20Z
BA 540,Unknown,LHR,BLQ,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 09:30Z,Not Available,Expected,BA,BA540_2026-05-31 07:20Z
AA 6606,Unknown,LHR,BLQ,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 09:30Z,Not Available,Expected,AA,AA6606_2026-05-31 07:20Z
QR 5910,Unknown,LHR,BLQ,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 09:30Z,Not Available,Expected,QR,QR5910_2026-05-31 07:20Z
DL 5997,Unknown,LHR,JFK,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 15:30Z,Not Available,Expected,DL,DL5997_2026-05-31 07:20Z
AF 6752,Unknown,LHR,JFK,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 15:30Z,Not Available,Expected,AF,AF6752_2026-05-31 07:20Z
VS 3,Unknown,LHR,JFK,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 15:30Z,Not Available,Expected,VS,VS3_2026-05-31 07:20Z
KL 2502,Unknown,LHR,JFK,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 15:30Z,Not Available,Expected,KL,KL2502_2026-05-31 07:20Z
AS 5255,Unknown,LHR,JFK,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 15:10Z,Not Available,Boarding,AS,AS5255_2026-05-31 07:20Z
IB 3545,Unknown,LHR,JFK,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 15:10Z,Not Available,Boarding,IB,IB3545_2026-05-31 07:20Z
AY 5517,Unknown,LHR,JFK,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 15:10Z,Not Available,Boarding,AY,AY5517_2026-05-31 07:20Z
AA 6930,Unknown,LHR,JFK,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 15:10Z,Not Available,Boarding,AA,AA6930_2026-05-31 07:20Z
BA 117,Unknown,LHR,JFK,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 15:10Z,Not Available,Boarding,BA,BA117_2026-05-31 07:20Z
EI 8817,Unknown,LHR,JFK,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 15:10Z,Not Available,Boarding,EI,EI8817_2026-05-31 07:20Z
AA 135,Unknown,LHR,LAX,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 18:30Z,Not Available,Boarding,AA,AA135_2026-05-31 07:20Z
IB 4238,Unknown,LHR,LAX,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 18:30Z,Not Available,Boarding,IB,IB4238_2026-05-31 07:20Z
FJ 5078,Unknown,LHR,LAX,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 18:30Z,Not Available,Boarding,FJ,FJ5078_2026-05-31 07:20Z
GF 6637,Unknown,LHR,LAX,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 18:30Z,Not Available,Boarding,GF,GF6637_2026-05-31 07:20Z
AY 3783,Unknown,LHR,LAX,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 18:30Z,Not Available,Boarding,AY,AY3783_2026-05-31 07:20Z
RJ 7452,Unknown,LHR,LAX,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 18:30Z,Not Available,Boarding,RJ,RJ7452_2026-05-31 07:20Z
MH 9545,Unknown,LHR,LAX,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 18:30Z,Not Available,Boarding,MH,MH9545_2026-05-31 07:20Z
BA 1502,Unknown,LHR,LAX,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 18:30Z,Not Available,Boarding,BA,BA1502_2026-05-31 07:20Z
AS 6935,Unknown,LHR,LAX,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 18:30Z,Not Available,Boarding,AS,AS6935_2026-05-31 07:20Z
BA 742,Unknown,LHR,GVA,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 09:00Z,Not Available,Expected,BA,BA742_2026-05-31 07:20Z
AA 6880,Unknown,LHR,GVA,2026-05-31 07:20Z,2026-05-31 07:20Z,2026-05-31 09:00Z,Not Available,Expected,AA,AA6880_2026-05-31 07:20Z
BA 658,Unknown,LHR,EFL,2026-05-31 07:25Z,2026-05-31 07:25Z,2026-05-31 11:00Z,2026-05-31 11:00Z,Expected,BA,BA658_2026-05-31 07:25Z
WY 104,Unknown,LHR,MCT,2026-05-31 07:25Z,2026-05-31 07:25Z,2026-05-31 14:50Z,Not Available,Boarding,WY,WY104_2026-05-31 07:25Z
BA 888,Unknown,LHR,HAJ,2026-05-31 07:25Z,2026-05-31 07:25Z,2026-05-31 09:00Z,2026-05-31 08:53Z,Expected,BA,BA888_2026-05-31 07:25Z
AA 6756,Unknown,LHR,HAJ,2026-05-31 07:25Z,2026-05-31 07:25Z,2026-05-31 09:00Z,2026-05-31 08:53Z,Expected,AA,AA6756_2026-05-31 07:25Z
QR 5962,Unknown,LHR,HAJ,2026-05-31 07:25Z,2026-05-31 07:25Z,2026-05-31 09:00Z,2026-05-31 08:53Z,Expected,QR,QR5962_2026-05-31 07:25Z
UA 8263,Unknown,LHR,YYZ,2026-05-31 07:30Z,2026-05-31 07:30Z,2026-05-31 15:15Z,2026-05-31 15:15Z,Boarding,UA,UA8263_2026-05-31 07:30Z
AC 853,Unknown,LHR,YYZ,2026-05-31 07:30Z,2026-05-31 07:30Z,2026-05-31 15:15Z,2026-05-31 15:15Z,Boarding,AC,AC853_2026-05-31 07:30Z
LH 6582,Unknown,LHR,YYZ,2026-05-31 07:30Z,2026-05-31 07:30Z,2026-05-31 15:15Z,2026-05-31 15:15Z,Boarding,LH,LH6582_2026-05-31 07:30Z
OS 8227,Unknown,LHR,YYZ,2026-05-31 07:30Z,2026-05-31 07:30Z,2026-05-31 15:15Z,2026-05-31 15:15Z,Boarding,OS,OS8227_2026-05-31 07:30Z
TG 5804,Unknown,LHR,YYZ,2026-05-31 07:30Z,2026-05-31 07:30Z,2026-05-31 15:15Z,2026-05-31 15:15Z,Boarding,TG,TG5804_2026-05-31 07:30Z
ET 1140,Unknown,LHR,YYZ,2026-05-31 07:30Z,2026-05-31 07:30Z,2026-05-31 15:15Z,2026-05-31 15:15Z,Boarding,ET,ET1140_2026-05-31 07:30Z
LH 4235,D-AIJN,LHR,FRA,2026-05-31 07:30Z,2026-05-31 07:30Z,2026-05-31 09:05Z,2026-05-31 09:05Z,Expected,LH,LH4235_2026-05-31 07:30Z
VL 925,D-AIJN,LHR,FRA,2026-05-31 07:30Z,2026-05-31 07:30Z,2026-05-31 09:05Z,2026-05-31 09:05Z,Expected,VL,VL925_2026-05-31 07:30Z
BA 644,Unknown,LHR,CFU,2026-05-31 07:30Z,2026-05-31 07:30Z,2026-05-31 10:45Z,2026-05-31 10:45Z,Expected,BA,BA644_2026-05-31 07:30Z
AA 6855,Unknown,LHR,ATH,2026-05-31 07:35Z,2026-05-31 07:35Z,2026-05-31 11:20Z,2026-05-31 11:20Z,Expected,AA,AA6855_2026-05-31 07:35Z
BA 628,Unknown,LHR,ATH,2026-05-31 07:35Z,2026-05-31 07:35Z,2026-05-31 11:20Z,2026-05-31 11:20Z,Expected,BA,BA628_2026-05-31 07:35Z
VS 7047,Unknown,LHR,AMS,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 09:00Z,2026-05-31 08:52Z,Expected,VS,VS7047_2026-05-31 07:40Z
G3 5557,Unknown,LHR,AMS,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 09:00Z,2026-05-31 08:52Z,Expected,G3,G35557_2026-05-31 07:40Z
MF 9637,Unknown,LHR,AMS,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 09:00Z,2026-05-31 08:52Z,Expected,MF,MF9637_2026-05-31 07:40Z
DL 9591,Unknown,LHR,AMS,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 09:00Z,2026-05-31 08:52Z,Expected,DL,DL9591_2026-05-31 07:40Z
KL 1002,Unknown,LHR,AMS,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 09:00Z,2026-05-31 08:52Z,Expected,KL,KL1002_2026-05-31 07:40Z
GA 9080,Unknown,LHR,AMS,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 09:00Z,2026-05-31 08:52Z,Expected,GA,GA9080_2026-05-31 07:40Z
6E 3348,Unknown,LHR,AMS,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 09:00Z,2026-05-31 08:52Z,Expected,6E,6E3348_2026-05-31 07:40Z
JL 7829,Unknown,LHR,OTP,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 11:00Z,2026-05-31 11:00Z,Expected,Unknown,JL7829_2026-05-31 07:40Z
BA 874,Unknown,LHR,OTP,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 11:00Z,2026-05-31 11:00Z,Expected,BA,BA874_2026-05-31 07:40Z
AA 6707,Unknown,LHR,OTP,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 11:00Z,2026-05-31 11:00Z,Expected,AA,AA6707_2026-05-31 07:40Z
BA 716,Unknown,LHR,IST,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 11:35Z,2026-05-31 11:35Z,Expected,BA,BA716_2026-05-31 07:40Z
AA 7214,Unknown,LHR,IST,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 11:35Z,2026-05-31 11:35Z,Expected,AA,AA7214_2026-05-31 07:40Z
IB 3849,Unknown,LHR,AGP,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 10:30Z,2026-05-31 10:00Z,Expected,IB,IB3849_2026-05-31 07:40Z
AA 7160,Unknown,LHR,AGP,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 10:30Z,2026-05-31 10:00Z,Expected,AA,AA7160_2026-05-31 07:40Z
BA 424,Unknown,LHR,AGP,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 10:30Z,2026-05-31 10:00Z,Expected,BA,BA424_2026-05-31 07:40Z
B6 1621,Unknown,LHR,BOS,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 15:14Z,Not Available,Expected,B6,B61621_2026-05-31 07:40Z
TP 4289,Unknown,LHR,BOS,2026-05-31 07:40Z,2026-05-31 07:40Z,2026-05-31 15:14Z,Not Available,Expected,TP,TP4289_2026-05-31 07:40Z
AA 6856,Unknown,LHR,BHD,2026-05-31 07:45Z,2026-05-31 07:45Z,2026-05-31 09:05Z,Not Available,Expected,AA,AA6856_2026-05-31 07:45Z
BA 1392,Unknown,LHR,BHD,2026-05-31 07:45Z,2026-05-31 07:45Z,2026-05-31 09:05Z,Not Available,Expected,BA,BA1392_2026-05-31 07:45Z
EI 8392,Unknown,LHR,BHD,2026-05-31 07:45Z,2026-05-31 07:45Z,2026-05-31 09:05Z,Not Available,Expected,EI,EI8392_2026-05-31 07:45Z
QR 9714,Unknown,LHR,BHD,2026-05-31 07:45Z,2026-05-31 07:45Z,2026-05-31 09:05Z,Not Available,Expected,QR,QR9714_2026-05-31 07:45Z
LX 317,HB-JDJ,LHR,ZRH,2026-05-31 07:45Z,2026-05-31 07:45Z,2026-05-31 09:45Z,2026-05-31 09:45Z,Expected,LX,LX317_2026-05-31 07:45Z
UA 9761,HB-JDJ,LHR,ZRH,2026-05-31 07:45Z,2026-05-31 07:45Z,2026-05-31 09:45Z,2026-05-31 09:45Z,Expected,UA,UA9761_2026-05-31 07:45Z
AC 6818,HB-JDJ,LHR,ZRH,2026-05-31 07:45Z,2026-05-31 07:45Z,2026-05-31 09:45Z,2026-05-31 09:45Z,Expected,AC,AC6818_2026-05-31 07:45Z
